stand,year,month,date,quad,temp_C
1,2000,8,2000-08-02,0A,16.11111111111111
1,2000,8,2000-08-02,0C,16.11111111111111
1,2000,8,2000-08-02,0E,16.11111111111111
1,2000,8,2000-08-02,0G,15
1,2000,8,2000-08-02,0I,14.444444444444445
1,2000,8,2000-08-02,2I,14.444444444444445
1,2000,8,2000-08-02,2G,15
1,2000,8,2000-08-02,2E,16.11111111111111
1,2000,8,2000-08-02,2C,16.11111111111111
1,2000,8,2000-08-02,2A,16.11111111111111
1,2000,8,2000-08-02,4A,16.11111111111111
1,2000,8,2000-08-02,4C,16.11111111111111
1,2000,8,2000-08-02,4E,16.11111111111111
1,2000,8,2000-08-02,4G,16.11111111111111
1,2000,8,2000-08-02,4I,16.666666666666668
1,2000,8,2000-08-02,6I,17.22222222222222
1,2000,8,2000-08-02,6G,16.666666666666668
1,2000,8,2000-08-02,6E,17.22222222222222
1,2000,8,2000-08-02,6C,17.22222222222222
1,2000,8,2000-08-02,6A,17.77777777777778
1,2000,8,2000-08-02,8A,18.333333333333332
1,2000,8,2000-08-02,8C,18.333333333333332
1,2000,8,2000-08-02,8E,18.333333333333332
1,2000,8,2000-08-02,8G,18.333333333333332
1,2000,8,2000-08-02,8I,18.333333333333332
1,2005,8,2005-08-02,0A,15
1,2005,8,2005-08-02,0C,15
1,2005,8,2005-08-02,0E,15
1,2005,8,2005-08-02,0G,14.444444444444445
1,2005,8,2005-08-02,0I,14.444444444444445
1,2005,8,2005-08-02,2I,13.88888888888889
1,2005,8,2005-08-02,2G,14.444444444444445
1,2005,8,2005-08-02,2E,14.444444444444445
1,2005,8,2005-08-02,2C,14.444444444444445
1,2005,8,2005-08-02,2A,14.444444444444445
1,2005,8,2005-08-02,4A,15
1,2005,8,2005-08-02,4C,15
1,2005,8,2005-08-02,4E,13.88888888888889
1,2005,8,2005-08-02,4G,14.444444444444445
1,2005,8,2005-08-02,4I,15
1,2005,8,2005-08-02,6I,16.666666666666668
1,2005,8,2005-08-02,6G,15.555555555555555
1,2005,8,2005-08-02,6E,15.555555555555555
1,2005,8,2005-08-02,6C,15.555555555555555
1,2005,8,2005-08-02,6A,16.11111111111111
1,2005,8,2005-08-02,8A,15.555555555555555
1,2005,8,2005-08-02,8C,16.11111111111111
1,2005,8,2005-08-02,8E,16.11111111111111
1,2005,8,2005-08-02,8G,15.555555555555555
1,2005,8,2005-08-02,8I,16.11111111111111
1,2010,8,2010-08-02,0A,16.666666666666668
1,2010,8,2010-08-02,0C,15.555555555555555
1,2010,8,2010-08-02,0E,15
1,2010,8,2010-08-02,0G,15
1,2010,8,2010-08-02,0I,15
1,2010,8,2010-08-02,2I,15
1,2010,8,2010-08-02,2G,15.555555555555555
1,2010,8,2010-08-02,2E,15.555555555555555
1,2010,8,2010-08-02,2C,16.11111111111111
1,2010,8,2010-08-02,2A,16.11111111111111
1,2010,8,2010-08-02,4A,16.666666666666668
1,2010,8,2010-08-02,4C,15
1,2010,8,2010-08-02,4E,16.666666666666668
1,2010,8,2010-08-02,4G,16.11111111111111
1,2010,8,2010-08-02,4I,16.666666666666668
1,2010,8,2010-08-02,6I,17.22222222222222
1,2010,8,2010-08-02,6G,17.22222222222222
1,2010,8,2010-08-02,6E,17.22222222222222
1,2010,8,2010-08-02,6C,17.77777777777778
1,2010,8,2010-08-02,6A,17.77777777777778
1,2010,8,2010-08-02,8A,18.88888888888889
1,2010,8,2010-08-02,8C,17.77777777777778
1,2010,8,2010-08-02,8E,18.333333333333332
1,2010,8,2010-08-02,8G,18.333333333333332
1,2010,8,2010-08-02,8I,17.22222222222222
1,1981,8,1981-08-17,0A,14.444444444444445
1,1981,8,1981-08-17,0C,14.444444444444445
1,1981,8,1981-08-17,0E,13.88888888888889
1,1981,8,1981-08-17,0G,13.88888888888889
1,1981,8,1981-08-17,0I,13.333333333333334
1,1981,8,1981-08-17,2I,13.88888888888889
1,1981,8,1981-08-17,2G,13.88888888888889
1,1981,8,1981-08-17,2E,14.444444444444445
1,1981,8,1981-08-17,2C,14.444444444444445
1,1981,8,1981-08-17,2A,13.88888888888889
1,1981,8,1981-08-17,4A,15
1,1981,8,1981-08-17,4C,13.88888888888889
1,1981,8,1981-08-17,4E,14.444444444444445
1,1981,8,1981-08-17,4G,14.444444444444445
1,1981,8,1981-08-17,4I,14.444444444444445
1,1981,8,1981-08-17,6I,14.444444444444445
1,1981,8,1981-08-17,6G,14.444444444444445
1,1981,8,1981-08-17,6E,14.444444444444445
1,1981,8,1981-08-17,6C,14.444444444444445
1,1981,8,1981-08-17,6A,14.444444444444445
1,1981,8,1981-08-17,8A,15
1,1981,8,1981-08-17,8C,14.444444444444445
1,1981,8,1981-08-17,8E,14.444444444444445
1,1981,8,1981-08-17,8G,14.444444444444445
1,1981,8,1981-08-17,8I,14.444444444444445
1,1981,6,1981-06-11,0A,10.555555555555555
1,1981,6,1981-06-11,0C,10
1,1981,6,1981-06-11,0E,10
1,1981,6,1981-06-11,0G,10.555555555555555
1,1981,6,1981-06-11,0I,8.333333333333334
1,1981,6,1981-06-11,2I,9.444444444444445
1,1981,6,1981-06-11,2G,10.555555555555555
1,1981,6,1981-06-11,2E,11.11111111111111
1,1981,6,1981-06-11,2C,12.222222222222221
1,1981,6,1981-06-11,2A,10.555555555555555
1,1981,6,1981-06-11,4A,12.222222222222221
1,1981,6,1981-06-11,4C,12.222222222222221
1,1981,6,1981-06-11,4E,11.666666666666666
1,1981,6,1981-06-11,4G,10.555555555555555
1,1981,6,1981-06-11,4I,10.555555555555555
1,1981,6,1981-06-11,6I,10
1,1981,6,1981-06-11,6G,10.555555555555555
1,1981,6,1981-06-11,6E,10.555555555555555
1,1981,6,1981-06-11,6C,10.555555555555555
1,1981,6,1981-06-11,6A,11.11111111111111
1,1981,6,1981-06-11,8A,10.555555555555555
1,1981,6,1981-06-11,8C,10
1,1981,6,1981-06-11,8E,10.555555555555555
1,1981,6,1981-06-11,8G,10.555555555555555
1,1981,6,1981-06-11,8I,10.555555555555555
1,1981,11,1981-11-05,0A,5
1,1981,11,1981-11-05,0C,5.555555555555555
1,1981,11,1981-11-05,0E,3.888888888888889
1,1981,11,1981-11-05,0G,3.888888888888889
1,1981,11,1981-11-05,0I,3.888888888888889
1,1981,11,1981-11-05,2I,2.7777777777777777
1,1981,11,1981-11-05,2G,3.3333333333333335
1,1981,11,1981-11-05,2E,3.3333333333333335
1,1981,11,1981-11-05,2C,3.3333333333333335
1,1981,11,1981-11-05,2A,4.444444444444445
1,1981,11,1981-11-05,4A,2.7777777777777777
1,1981,11,1981-11-05,4C,2.7777777777777777
1,1981,11,1981-11-05,4E,3.3333333333333335
1,1981,11,1981-11-05,4G,3.888888888888889
1,1981,11,1981-11-05,4I,3.888888888888889
1,1981,11,1981-11-05,6I,5.555555555555555
1,1981,11,1981-11-05,6G,5
1,1981,11,1981-11-05,6E,4.444444444444445
1,1981,11,1981-11-05,6C,3.888888888888889
1,1981,11,1981-11-05,6A,3.888888888888889
1,1981,11,1981-11-05,8A,3.3333333333333335
1,1981,11,1981-11-05,8C,4.444444444444445
1,1981,11,1981-11-05,8E,3.3333333333333335
1,1981,11,1981-11-05,8G,4.444444444444445
1,1981,11,1981-11-05,8I,5
1,1981,9,1981-09-24,0A,9.444444444444445
1,1981,9,1981-09-24,0C,8.88888888888889
1,1981,9,1981-09-24,0E,8.333333333333334
1,1981,9,1981-09-24,0G,8.88888888888889
1,1981,9,1981-09-24,0I,8.333333333333334
1,1981,9,1981-09-24,2I,8.88888888888889
1,1981,9,1981-09-24,2G,8.333333333333334
1,1981,9,1981-09-24,2E,8.88888888888889
1,1981,9,1981-09-24,2C,8.333333333333334
1,1981,9,1981-09-24,2A,8.88888888888889
1,1981,9,1981-09-24,4A,8.88888888888889
1,1981,9,1981-09-24,4C,8.88888888888889
